raw_name,canonical_name,entity_type,source,resolution_method
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
Kevin Hutson,Kevin Hutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
About Us,About Us,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
kevinhutson,kevinhutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
kevinhutson,kevinhutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
kevinhutson,kevinhutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
kevinhutson,kevinhutson,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
aboutus,aboutus,PRODUCT_STARTUP,Futurepedia,normalized_exact
andi,andi,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
writesonic,writesonic,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
type,type,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
cohesive,cohesive,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
sweep,sweep,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
warp,warp,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
palette,palette,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
fathom,fathom,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
async,async,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
anara,anara,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
poly,poly,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
julius,julius,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
mosaic,mosaic,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
flick,flick,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
microsoftcopilotyouraicompanion,microsoftcopilotyouraicompanion,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
huggingchat,huggingchat,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
youcom,youcom,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
brave,brave,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
cohere,cohere,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
googleassistant,googleassistant,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
apple,apple,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
writer,writer,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
surfer,surfer,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
notion,notion,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
samsungindia,samsungindia,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
simplified,simplified,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
peppercontent,peppercontent,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
coda,coda,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
replika,replika,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
contentbotai,contentbotai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
quillbot,quillbot,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
scalenut,scalenut,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
originalityai,originalityai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
storylabai,storylabai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
fraseio,fraseio,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
hypotenuseai,hypotenuseai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
moonbeam,moonbeam,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
replit,replit,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
juno,juno,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
undetectableai,undetectableai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
github,github,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
lex,lex,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
devin,devin,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
cognition,cognition,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
askcodi,askcodi,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
meshintelligenttechnologies,meshintelligenttechnologies,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
sapling,sapling,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
gptzero,gptzero,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
coderabbit,coderabbit,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
snyk,snyk,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
blackbox,blackbox,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
boltnew,boltnew,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
tabnine,tabnine,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
amazonwebservices,amazonwebservices,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
mintlify,mintlify,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
jetbrains,jetbrains,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
trelent,trelent,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
amazonwebservices,amazonwebservices,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
marketmuse,marketmuse,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
bito,bito,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
vercel,vercel,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
framer,framer,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
shopify,shopify,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
blackforestlabs,blackforestlabs,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
anyscale,anyscale,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
beautifulai,beautifulai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
removebg,removebg,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
headshotpro,headshotpro,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
lexica,lexica,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
scenario,scenario,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
heygen,heygen,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
runway,runway,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
veed,veed,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
avarietyoftemplatesandexamplestocrafttheperfectresignationletter,avarietyoftemplatesandexamplestocrafttheperfectresignationletter,PRODUCT_STARTUP,AITopTools,normalized_exact
thecompetitionandbemorelikelytogetnoticedandlandaninterview,thecompetitionandbemorelikelytogetnoticedandlandaninterview,PRODUCT_STARTUP,AITopTools,normalized_exact
poptorocktoedmandbeyond,poptorocktoedmandbeyond,PRODUCT_STARTUP,AITopTools,normalized_exact
toassistantfreemiumjobmatchproxpleaselogintoaddinbookmark,toassistantfreemiumjobmatchproxpleaselogintoaddinbookmark,PRODUCT_STARTUP,AITopTools,normalized_exact
users,users,PRODUCT_STARTUP,AITopTools,normalized_exact
theneo,theneo,PRODUCT_STARTUP,AITopTools,normalized_exact
users,users,PRODUCT_STARTUP,AITopTools,normalized_exact
yoursocialmediaaccountsandhavethemcometolifewithdeepnostalgia,yoursocialmediaaccountsandhavethemcometolifewithdeepnostalgia,PRODUCT_STARTUP,AITopTools,normalized_exact
tripadvisorandpasteitintothewebsite,tripadvisorandpasteitintothewebsite,PRODUCT_STARTUP,AITopTools,normalized_exact
classicfilmstothelatestblockbuster,classicfilmstothelatestblockbuster,PRODUCT_STARTUP,AITopTools,normalized_exact
users,users,PRODUCT_STARTUP,AITopTools,normalized_exact
users,users,PRODUCT_STARTUP,AITopTools,normalized_exact
anydevice,anydevice,PRODUCT_STARTUP,AITopTools,normalized_exact
scratch,scratch,PRODUCT_STARTUP,AITopTools,normalized_exact
toassistantfreemiumjobmatchproxpleaselogintoaddinbookmark,toassistantfreemiumjobmatchproxpleaselogintoaddinbookmark,PRODUCT_STARTUP,AITopTools,normalized_exact
imagesandtext,imagesandtext,PRODUCT_STARTUP,AITopTools,normalized_exact
users,users,PRODUCT_STARTUP,AITopTools,normalized_exact
users,users,PRODUCT_STARTUP,AITopTools,normalized_exact
imagesandtext,imagesandtext,PRODUCT_STARTUP,AITopTools,normalized_exact
kombai,kombai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
builderio,builderio,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
databricks,databricks,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
lightningai,lightningai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
fotor,fotor,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
decktopusai,decktopusai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
deepai,deepai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
aragonai,aragonai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
klingai,klingai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
hotpotai,hotpotai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
users,users,PRODUCT_STARTUP,AITopTools,normalized_exact
wundercorpthathelpsbuildersandteamscreate,wundercorpthathelpsbuildersandteamscreate,PRODUCT_STARTUP,AITopTools,normalized_exact
apromptorreferenceimage,apromptorreferenceimage,PRODUCT_STARTUP,AITopTools,normalized_exact
users,users,PRODUCT_STARTUP,AITopTools,normalized_exact
ahuman,ahuman,PRODUCT_STARTUP,AITopTools,normalized_exact
thecrowd,thecrowd,PRODUCT_STARTUP,AITopTools,normalized_exact
creatingavatarstophotoshootsforspecialevents,creatingavatarstophotoshootsforspecialevents,PRODUCT_STARTUP,AITopTools,normalized_exact
there,there,PRODUCT_STARTUP,AITopTools,normalized_exact
thepack,thepack,PRODUCT_STARTUP,AITopTools,normalized_exact
aquickroadtriptoyourdreamvacationandwewillplanitinstantlyforfree,aquickroadtriptoyourdreamvacationandwewillplanitinstantlyforfree,PRODUCT_STARTUP,AITopTools,normalized_exact
users,users,PRODUCT_STARTUP,AITopTools,normalized_exact
multipledatabaseseffortlessly,multipledatabaseseffortlessly,PRODUCT_STARTUP,AITopTools,normalized_exact
aphotograph,aphotograph,PRODUCT_STARTUP,AITopTools,normalized_exact
imageseffortlessly,imageseffortlessly,PRODUCT_STARTUP,AITopTools,normalized_exact
poplarml,poplarml,PRODUCT_STARTUP,AITopTools,normalized_exact
cvstoidentifytoptalent,cvstoidentifytoptalent,PRODUCT_STARTUP,AITopTools,normalized_exact
toassistantfreemiumjobmatchproxpleaselogintoaddinbookmark,toassistantfreemiumjobmatchproxpleaselogintoaddinbookmark,PRODUCT_STARTUP,AITopTools,normalized_exact
planningyourtriptomanagingyourfinances,planningyourtriptomanagingyourfinances,PRODUCT_STARTUP,AITopTools,normalized_exact
asingleprompt,asingleprompt,PRODUCT_STARTUP,AITopTools,normalized_exact
weightsbiases,weightsbiases,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
togetherai,togetherai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
googleclouddocumentation,googleclouddocumentation,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
figma,figma,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
wombo,wombo,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
uxpilotai,uxpilotai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
prezicom,prezicom,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
creately,creately,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
pixlr,pixlr,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
visme,visme,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
bingimagecreator,bingimagecreator,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
deepdreamgenerator,deepdreamgenerator,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
topazlabs,topazlabs,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
stickermule,stickermule,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
neurallove,neurallove,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
arxivpapers,arxivpapers,PRODUCT_STARTUP,AITopTools,normalized_exact
users,users,PRODUCT_STARTUP,AITopTools,normalized_exact
text,text,PRODUCT_STARTUP,AITopTools,normalized_exact
captivatingtitlesandanimationstofunandinteractivegames,captivatingtitlesandanimationstofunandinteractivegames,PRODUCT_STARTUP,AITopTools,normalized_exact
asingleprompt,asingleprompt,PRODUCT_STARTUP,AITopTools,normalized_exact
keywordsandsourcesofinspirationtothes,keywordsandsourcesofinspirationtothes,PRODUCT_STARTUP,AITopTools,normalized_exact
users,users,PRODUCT_STARTUP,AITopTools,normalized_exact
users,users,PRODUCT_STARTUP,AITopTools,normalized_exact
textpromptsorreferencanimationgeneratorpaidaicharalabxpleaselogintoaddinbookmark,textpromptsorreferencanimationgeneratorpaidaicharalabxpleaselogintoaddinbookmark,PRODUCT_STARTUP,AITopTools,normalized_exact
customerservicebotstoimageanalysisapplicationsandmore,customerservicebotstoimageanalysisapplicationsandmore,PRODUCT_STARTUP,AITopTools,normalized_exact
arxivlinks,arxivlinks,PRODUCT_STARTUP,AITopTools,normalized_exact
ordinaryimages,ordinaryimages,PRODUCT_STARTUP,AITopTools,normalized_exact
awebpage,awebpage,PRODUCT_STARTUP,AITopTools,normalized_exact
users,users,PRODUCT_STARTUP,AITopTools,normalized_exact
users,users,PRODUCT_STARTUP,AITopTools,normalized_exact
piktochart,piktochart,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
slidesai,slidesai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
stitch,stitch,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
starryai,starryai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
photoroom,photoroom,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
photoai,photoai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
affogato,affogato,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
invideo,invideo,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
synthesia,synthesia,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
img2go,img2go,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
colossyan,colossyan,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
wondersharefilmora,wondersharefilmora,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
mirage,mirage,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
deepbrainai,deepbrainai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
grain,grain,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
firefliesai,firefliesai,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
riverside,riverside,PRODUCT_STARTUP,Futurepedia/AIFOXX/AITopTools,normalized_exact
